name,email,contact_form_url,rating,reviews_count,location,country,website_url,profile_url,services,source,category,sub_category,min_project,hourly_rate,employees,team_size,tagline,scraped_at
MindTitan,grnz@zvaqgvgna.pbz,,5.0,15.0,"Tallinn, Estonia",Estonia,https://mindtitan.com/,https://clutch.co/profile/mindtitan,"10% Custom Software Development, 60% AI Development, 10% AI Consulting+2 services, 10% BI & Big Data Consulting & SI, 10% Generative AI",Clutch.co,"Development,IT Services","Custom Software Development,All IT Services",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:23:35
Wendego IT Solutions,info@wendego.com,,5.0,15.0,"San Diego, CA",United States,https://wendego.com,https://clutch.co/profile/wendego-it-solutions,"30% Cybersecurity, 40% IT Managed Services, 15% Cloud Consulting & SI+1 service, 15% IT Strategy Consulting",Clutch.co,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)",,$200 - $300 / hr,2 - 9,,,2026-02-21 01:23:46
"Ascendant Technologies, Inc.",sales@ascendantusa.com,,5.0,15.0,"Franklin Township, NJ",United States,https://ascendantusa.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/ascendant-technologies-0,"30% Cybersecurity, 70% IT Managed Services",Clutch.co,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:23:46
5+8,team@5plus8.com,,5.0,15.0,"Houston, TX",United States,http://www.5plus8.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/58-0,"40% Branding, 25% Marketing Strategy, 15% Social Media Marketing+2 services, 10% Advertising, 10% Web Design",Clutch.co,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,Social Media Marketing",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:29:52
Metrix Digital,marketing@metrix.bg,,5.0,15.0,"Sofia, Bulgaria",Bulgaria,https://metrix.bg/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/metrix-digital,"10% UX/UI Design, 40% Pay Per Click, 20% Email Marketing+2 services, 20% Marketing Strategy, 10% Social Media Marketing",Clutch.co,"Design,Marketing","UI/UX Design,Digital Marketing,Email Marketing,Full-Service Digital,PPC,Social Media Marketing",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:30:20
Campfire Digital,info@campfiredigital.com,,5.0,15.0,"Denver, CO",United States,https://campfiredigital.com/clutch/?utm_campaign=directory&utm_medium=referral&utm_source=clutch.co,https://clutch.co/profile/campfire-digital,"20% Web Design, 20% Content Marketing, 15% Digital Strategy+4 services, 15% Search Engine Optimization, 10% Email Marketing, 10% Pay Per Click, 10% Social Media Marketing",Clutch.co,"Design,Marketing","Web Design,Content Marketing,Digital Marketing,Email Marketing,Full-Service Digital,PPC,Social Media Marketing",,$150 - $199 / hr,2 - 9,,,2026-02-21 01:30:30
Broworks,Unreachable,,5.0,15.0,"Pančevo, Serbia",Serbia,https://www.broworks.net/,https://clutch.co/profile/broworks,"10% UX/UI Design, 35% Web Design, 35% Web Development+2 services, 10% Low/No Code Development, 10% Search Engine Optimization",Clutch.co,"Design,Development,Marketing","UI/UX Design,Web Design,WordPress,Full-Service Digital",,$100 - $149 / hr,2 - 9,,,2026-02-21 01:30:49
Tunel Studio,hello@tunel.studio,,5.0,15.0,"Banja Luka, Bosnia and Herzegovina",Bosnia and Herzegovina,https://www.tunel.studio?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/tunel-studio,"20% UX/UI Design, 20% Branding, 20% Search Engine Optimization+3 services, 20% Web Development, 10% Low/No Code Development, 10% Web Design",Clutch.co,"Design,Marketing","UI/UX Design,Full-Service Digital",,$50 - $99 / hr,2 - 9,,,2026-02-21 01:30:50
1 At Bat Media,info@1atbatmedia.com,,5.0,15.0,"Toronto, Canada",Canada,https://www.1atbatmedia.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-email,https://clutch.co/profile/1-bat-media,"20% Email Marketing, 30% Ecommerce Marketing, 20% Pay Per Click+2 services, 20% Social Media Marketing, 10% Advertising",Clutch.co,Marketing,"Digital Marketing,Email Marketing,PPC,Social Media Marketing",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:31:16
Search Engine Projects,info@searchengineprojects.com,,5.0,15.0,"Anaheim, CA",United States,https://www.searchengineprojects.com/?utm_source=clutch&utm_campaign=main,https://clutch.co/profile/search-engine-projects,"15% Social Media Marketing, 45% Search Engine Optimization, 30% Pay Per Click+1 service, 10% Digital Strategy",Clutch.co,Marketing,"Digital Marketing,PPC,Social Media Marketing",,$100 - $149 / hr,2 - 9,,,2026-02-21 01:31:37
Blue Ring,hello@blueringdigital.com,,5.0,15.0,"London, England",England,https://www.blueringdigital.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-social-media-marketing,https://clutch.co/profile/blue-ring,"17.2/20 Reviews, 10/10 Clients & Experience, 8.9/10 Market Presence, 75% Social Media Marketing, 25% Other",Clutch.co,Marketing,"Digital Marketing,PPC,Social Media Marketing",,$50 - $99 / hr,2 - 9,,,2026-02-21 01:34:05
Climbing Trees,hello@climbingtrees.com,,5.0,15.0,"Earls Colne, England",England,https://www.climbingtrees.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/climbing-trees,"10% Social Media Marketing, 40% Pay Per Click, 30% Search Engine Optimization+2 services, 10% Affiliate Marketing, 10% Digital Strategy",Clutch.co,Marketing,"PPC,Social Media Marketing",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:34:16
FlawlessMLM | MLM Software,it@flawless.group,,5.0,14.0,"Tallinn, Estonia",Estonia,https://flawlessmlm.com/en?utm_source=clutch,https://clutch.co/profile/flawlessmlm-mlm-software,"30% Custom Software Development, 25% Web Development, 15% Blockchain+3 services, 15% UX/UI Design, 10% Mobile App Development, 5% E-Commerce Development",Clutch.co,"Design,Development","Design Agencies,UI/UX Design,App Development,Blockchain,Custom Software Development,PHP,Python & Django,Web Development,WordPress",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:00:23
Capitol Tech Solutions,Unreachable,https://www.capitoltechsolutions.com/services/web-design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,5.0,14.0,"Sacramento, CA",United States,https://www.capitoltechsolutions.com/services/web-design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,https://clutch.co/profile/capitol-tech-solutions,"30% Web Design, 30% Custom Software Development, 30% Web Development+1 service, 10% IoT Development",Clutch.co,"Design,Development","Design Agencies,Web Design,.NET,Custom Software Development,Web Development,WordPress",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:00:23
HotShots Labs | IOS & Android | Flutter mobile app development,hello@cuprgbvn.shop,,5.0,14.0,"Kyiv, Ukraine",Ukraine,https://hotshotslabs.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,https://clutch.co/profile/hotshots-labs-ios-android-flutter-mobile-app-development,"70% Mobile App Development, 30% Custom Software Development",Clutch.co,Development,"App Development,Custom Software Development,Flutter",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:00:23
Orthoplex Solutions,info@orthoplexsolutions.com,,5.0,14.0,"Toronto, Canada",Canada,https://orthoplexsolutions.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/orthoplex-solutions,"30% Mobile App Development, 50% Web Development, 10% Custom Software Development+1 service, 10% Low/No Code Development",Clutch.co,Development,"App Development,Custom Software Development,PHP,Web Development,WordPress",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:00:52
Smultron Web Development,hello@smultron.pl,,5.0,14.0,"Kraków, Poland",Poland,https://smultron.software,https://clutch.co/profile/smultron-web-development,"50% Web Development, 25% Custom Software Development, 25% Mobile App Development, 100% WordPress CMS",Clutch.co,Development,"App Development,Custom Software Development,PHP,Web Development,WordPress",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:00:52
BNMA,info@bnma.us,,5.0,14.0,"Carlsbad, CA",United States,https://bnma.us/,https://clutch.co/profile/bnma,"30% Web Development, 35% Custom Software Development, 20% Mobile App Development+2 services, 10% AI Development, 5% Other Application Development",Clutch.co,Development,".NET,App Development,Custom Software Development,Web Development",,$50 - $99 / hr,2 - 9,,,2026-02-21 01:00:52
Inceptive Technologies,info@inceptivetechnologies.com,,5.0,14.0,"Pimpri-Chinchwad, India",India,https://inceptivetechnologies.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-developers,https://clutch.co/profile/inceptive-technologies,"20% Web Development, 40% Custom Software Development, 15% Application Management & Support+3 services, 10% AI Development, 10% Enterprise App Modernization, 5% Mobile App Development",Clutch.co,Development,".NET,Custom Software Development,Java,PHP,Web Development,WordPress",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:01:02
Perfsys,info@perfsys.com,,5.0,14.0,"Tallinn, Estonia",Estonia,https://perfsys.com/,https://clutch.co/profile/perfsys,"15% IT Managed Services, 30% Cloud Consulting & SI, 25% Microservices Architecture Services+2 services, 20% DevOps Managed Services, 10% Custom Software Development",Clutch.co,"Development,IT Services","Custom Software Development,All IT Services,Managed IT (MSP)",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:01:02
Boopro Technology,johndoe@gmail.com,,5.0,14.0,"Niš, Serbia",Serbia,https://boopro.tech/software-development-services?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,https://clutch.co/profile/boopro-technology,"20% IT Staff Augmentation, 20% Mobile App Development, 20% Web Development+4 services, 10% AI Development, 10% Custom Software Development, 10% Enterprise App Modernization, 10% UX/UI Design",Clutch.co,"Design,Development,IT Services","Design Agencies,UI/UX Design,App Development,Custom Software Development,PHP,Web Development,IT Staff Augmentation",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:01:12
ISBX Corp,info@isbx.com,,5.0,14.0,"Los Angeles, CA",United States,https://www.isbx.com/,https://clutch.co/profile/isbx-corp,"10% AI Consulting, 10% AI Development, 10% API Development+7 services, 10% Application Management & Support, 10% Custom Software Development, 10% E-Commerce Development, 10% Enterprise App Modernization, 10% Mobile App Development, 10% UX/UI Design, 10% Web Development",Clutch.co,"Design,Development","Design Agencies,UI/UX Design,App Development,Custom Software Development,E-Commerce Development,Java,Web Development",,$150 - $199 / hr,50 - 249,,,2026-02-21 01:01:12
Impressit,team@impressit.io,,5.0,14.0,"London, England",England,https://impressit.io,https://clutch.co/profile/impressit,"10% Custom Software Development, 50% Generative AI, 20% AI Consulting+2 services, 10% AI Development, 10% IT Staff Augmentation",Clutch.co,"Development,IT Services","Custom Software Development,Flutter,Java,IT Staff Augmentation",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:01:12
Otrofy,Unreachable,https://otrofy.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,5.0,14.0,"Toronto, Canada",Canada,https://otrofy.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/otrofy,"55% Mobile App Development, 25% Web Development, 10% AI Development+1 service, 10% AR/VR Development",Clutch.co,Development,"AR/VR,App Development,Flutter,Web Development",,$50 - $99 / hr,2 - 9,,,2026-02-21 01:02:46
"vativeApps, L.L.C.",contact@vativeapps.com,,5.0,14.0,"Karachi, Pakistan",Pakistan,https://vativeapps.com,https://clutch.co/profile/vativeapps,"20% Web Design, 60% Mobile App Development, 20% UX/UI Design",Clutch.co,"Design,Development","Design Agencies,UI/UX Design,Web Design,App Development,Flutter",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:04:00
Weberous,Unreachable,,5.0,14.0,"Los Angeles, CA",United States,https://www.weberous.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/weberous,"55% Web Design, 20% E-Commerce Development, 15% Search Engine Optimization+1 service, 10% Web Development",Clutch.co,"Design,Development,Marketing","Design Agencies,Web Design,E-Commerce Development,PHP,Web Development,WordPress,Digital Marketing,Full-Service Digital",,$100 - $149 / hr,2 - 9,,,2026-02-21 01:05:27
dreambit,hello@dreambit.io,,5.0,14.0,"Kyiv, Ukraine",Ukraine,https://dreambit.io?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/dreambit,"20% UX/UI Design, 20% Application Testing, 20% E-Commerce Development+2 services, 20% Mobile App Development, 20% Web Development",Clutch.co,"Design,Development","UI/UX Design,E-Commerce Development,Flutter",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:05:35
ENCYPHERS,info@encyphers.com,,5.0,14.0,"North New Hyde Park, NY",United States,https://encyphers.com/,https://clutch.co/profile/encyphers,"10% Custom Software Development, 40% E-Commerce Development, 20% Mobile App Development+2, 20% Web Development, 10% Low/No Code Development, 15% Java, 20% Python, 20% Ruby+4, 15% JavaScript, 10% Ember.js, 10% Redux, 10% Typescript",Clutch.co,Development,"E-Commerce Development,Java,Python & Django",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:05:44
i-HiddenTalent,info@i-hiddentalent.com,,5.0,14.0,"Ahmedabad, India",India,https://i-hiddentalent.com,https://clutch.co/profile/i-hiddentalent,"42% Web Development, 35% Custom Software Development, 13% Mobile App Development+1, 10% E-Commerce Development, 100% WordPress CMS",Clutch.co,Development,".NET,E-Commerce Development,WordPress",,< $25 / hr,50 - 249,,,2026-02-21 01:05:54
ThinkWeb,office@thinkweb.bg,,5.0,14.0,"Sofia, Bulgaria",Bulgaria,https://thinkweb.io/?utm_source=clutch,https://clutch.co/profile/thinkweb-0,"55% Web Development, 20% Custom Software Development, 10% E-Commerce Development+3, 5% AI Development, 5% AR/VR Development, 5% Enterprise App Modernization, 65% PHP, 10% JavaScript, 10% Other programming & scripting languages+2, 10% SQL, 5% Java",Clutch.co,Development,"E-Commerce Development,PHP",,$50 - $99 / hr,2 - 9,,,2026-02-21 01:05:54
Zonvoir Technologies Pvt Ltd,sales@zonvoir.com,,5.0,14.0,"Lucknow, India",India,https://zonvoir.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/zonvoir-technologies,"20% Web Development, 40% Mobile App Development, 20% Custom Software Development+1, 20% E-Commerce Development, 100% WordPress CMS",Clutch.co,Development,"E-Commerce Development,WordPress",,< $25 / hr,50 - 249,,,2026-02-21 01:06:03
IT Services India INC - Shopify App Developers | MERN Integration Experts,info@itservicesindia.com,,5.0,14.0,"Ahmedabad, India",India,https://www.itservicesindia.com,https://clutch.co/profile/it-services-india-shopify-app-developers-mern-integration-experts,"20% Mobile App Development, 20% Web Development, 10% Custom Software Development+7 services, 10% E-Commerce Development, 10% Search Engine Optimization, 10% Web Design, 5% Graphic Design, 5% Pay Per Click, 5% Social Media Marketing, 5% UX/UI Design",Clutch.co,"Development,Marketing",".NET,E-Commerce Development,Flutter,Python & Django,Full-Service Digital",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:06:12
Hiyield,hello@hiyield.co.uk,,5.0,14.0,"London, England",England,https://clutch.co/profile/hiyield?verified=true#reviews,https://clutch.co/profile/hiyield,"20% Custom Software Development, 20% Search Engine Optimization, 20% UX/UI Design+2, 20% Web Design, 20% Web Development, 29% .NET, 42% Django, 29% Other frameworks and CMS",Clutch.co,Development,".NET,Python & Django",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:08:05
Softarex Technologies,office@softarex.com,,5.0,14.0,"Alexandria, VA",United States,https://softarex.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers,https://clutch.co/profile/softarex-technologies,"15% Custom Software Development, 50% AI Development, 20% IoT Development+1 service, 15% AI Consulting",Clutch.co,Development,"Custom Software Development,Flutter,Java",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:08:52
fireup.pro,Unreachable,,5.0,14.0,"Rybnik, Poland",Poland,https://clutch.co/profile/fireuppro#review-328106,https://clutch.co/profile/fireuppro,"70% Custom Software Development, 30% Enterprise App Modernization, 80% Java, 20% Typescript",Clutch.co,Development,Java,,$50 - $99 / hr,50 - 249,,,2026-02-21 01:09:40
Pixite,info@pixite.co,,5.0,14.0,"Penrith, Australia",Australia,https://pixite.com.au/,https://clutch.co/profile/pixite,"20% Web Design, 15% Pay Per Click, 15% Search Engine Optimization+6 services, 10% Content Marketing, 10% Digital Strategy, 10% Email Marketing, 10% Web Development, 5% Branding, 5% UX/UI Design",Clutch.co,"Design,Development,Marketing","Web Design,WordPress,Content Marketing,Digital Marketing,Email Marketing,Full-Service Digital,PPC",,$200 - $300 / hr,2 - 9,,,2026-02-21 01:15:19
LANARS,hello@lanars.no,,5.0,14.0,"Fornebu, Norway",Norway,https://lanars.com/?utm_source=clutch&utm_medium=butom,https://clutch.co/profile/lanars,"20% Custom Software Development, 25% Mobile App Development, 25% Web Development+2, 20% IoT Development, 10% AI Development, 20% Flutter, 30% Angular, 30% NodeJS+2, 10% React, 10% VueJS",Clutch.co,Development,Flutter,,$50 - $99 / hr,50 - 249,,,2026-02-21 01:16:26
